longitude,latitude,class,class_name,landuse,date,NDVI,NDWI,MNDWI
76.3961759632188,30.775498613835964,4,Others,bajra,2025-01-31,0.4617284,-0.3837164,-0.0059692115
76.27854219683815,30.785193040794244,4,Others,bajra,2025-01-31,0.428115,-0.34790802,-0.04472667
76.36282349321411,30.855520027998757,4,Others,banana,2025-01-31,0.36063287,-0.29782513,-0.025562057
76.28279388599485,30.822052721289708,4,Others,barseem,2025-01-31,0.40898344,-0.33732235,-0.018010529
76.31663232437272,30.85789269955634,4,Others,barseem,2025-01-31,0.36206168,-0.30685043,-0.129771
76.36283108048643,30.841264844101147,4,Others,barseem,2025-01-31,0.5009325,-0.41590428,-0.100271
76.37949074542846,30.785150598595393,4,Others,bitergourd+chilli+tomato cucumber,2025-01-31,0.37651122,-0.3006936,-0.15980393
76.34793970488174,30.785753171482895,4,Others,brinjal+chilli,2025-01-31,0.4348012,-0.33972055,-0.01518309
76.34368821251354,30.72796390224372,4,Others,cabbage,2025-01-31,0.45758662,-0.3795703,-0.020238096
76.35078086441705,30.779678640021974,4,Others,cucumber,2025-01-31,0.4881226,-0.41082457,0.008706467
76.36658333019827,30.80351231681864,4,Others,cucumber,2025-01-31,0.4757132,-0.4120251,-0.026267562
76.29551209434233,30.803791173649973,4,Others,cucumber,2025-01-31,0.44154277,-0.36374003,-0.03125
76.30453976944666,30.798918749469113,4,Others,cucumber,2025-01-31,0.2838554,-0.2270843,-0.058625527
76.37930536023663,30.772160488496635,4,Others,cucumber+bittergourd,2025-01-31,0.47487843,-0.40215716,-0.042566318
76.30805708845197,30.850220442804865,4,Others,flower,2025-01-31,0.25896415,-0.21590424,-0.0628513
76.36283237849845,30.848753274858748,4,Others,fodder +nappier,2025-01-31,0.30073127,-0.2722396,-0.13335107
76.3811651441,30.778005174828024,4,Others,fodder(barseem),2025-01-31,0.47566462,-0.38609296,0.0059804847
76.31077396641193,30.765382757714164,4,Others,green chilli,2025-01-31,0.5292398,-0.43336758,-0.011061286
76.36167469580474,30.84082589699215,4,Others,horticulture( guava+mango+Spota),2025-01-31,0.4291615,-0.35846093,0.016485225
76.34842577145523,30.760666004735327,4,Others,karela+cucumber+beetroot(chukandar),2025-01-31,0.39008337,-0.32165205,-0.034441806
76.33930773738875,30.758595111807107,4,Others,ladyfinger,2025-01-31,0.30222222,-0.2789175,-0.15907356
76.36228650580743,30.743378700929384,4,Others,marigold,2025-01-31,0.4678899,-0.38929087,-0.018033741
76.31536987739328,30.81901935795536,4,Others,muskmelon,2025-01-31,0.5069699,-0.4318578,-0.0377804
76.29902038014657,30.730403644204934,4,Others,mustar+sugarcane,2025-01-31,0.47038594,-0.39168173,0.04148607
76.32580906050669,30.86357329714027,4,Others,mustard,2025-01-31,0.3744717,-0.32034105,-0.12925878
76.3283037965211,30.870043745078462,4,Others,mustard,2025-01-31,0.37878144,-0.3165175,-0.053521127
76.35540637507012,30.78910379695007,4,Others,mustard,2025-01-31,0.40938511,-0.34103155,-0.12719858
76.34946916220666,30.775542025581373,4,Others,mustard,2025-01-31,0.42526767,-0.35064936,-0.015081564
76.39147455640956,30.761023297340483,4,Others,mustard,2025-01-31,0.30851063,-0.26369864,-0.071023494
76.31588863981223,30.734293801052193,4,Others,napier/zugrcane,2025-01-31,0.3781965,-0.30059272,-0.0072115385
76.33948466009275,30.85422981817841,4,Others,okra+onion,2025-01-31,0.46627566,-0.40105078,-0.024529379
76.34143653009487,30.84419490689035,4,Others,onion,2025-01-31,0.5095729,-0.4380919,0.014245015
76.30863864371808,30.785163398826068,4,Others,sugarcane,2025-01-31,0.46445498,-0.38928437,-6.131208E-4
76.33709320447916,30.76466295324718,4,Others,sugarcane( now sown)(1 m height),2025-01-31,0.37816593,-0.3133583,-0.03282532
76.33978981411703,30.831039436561845,4,Others,vegatble+muskmelon,2025-01-31,0.48612213,-0.40585145,-0.03590992
76.32851138051906,30.816810133534638,4,Others,vegetable+muskmelon,2025-01-31,0.2123938,-0.17652765,-0.061359867
76.31730500737402,30.7846245072241,4,Others,wasteland,2025-01-31,0.49035054,-0.41141364,0.036112934
76.39727533319994,30.78649390839142,4,Others,wasteland223,2025-01-31,0.25843737,-0.22833934,-0.13395797
76.37615324407697,30.770930858725862,1,Wheat,WHEat,2025-01-31,0.46280992,-0.38660398,0.010648596
76.33683564445974,30.761146881649108,1,Wheat,Wheat +sugarcane,2025-01-31,0.43619204,-0.36239782,-0.03647059
76.30304371037768,30.788738493646804,1,Wheat,Wheatnxbx,2025-01-31,0.29144275,-0.2756227,-0.28783622
76.3139493490568,30.837529549570675,1,Wheat,whaeat+ sugarcane(small),2025-01-31,0.3564482,-0.3056573,-0.11053181
76.31453613744078,30.81920826698816,1,Wheat,whaet,2025-01-31,0.49157733,-0.41982508,-0.013019219
76.29814992816998,30.82117796707127,1,Wheat,whaet,2025-01-31,0.4391944,-0.36117217,0.03871352
76.42750271390513,30.78120236833959,1,Wheat,wheaatat,2025-01-31,0.40847388,-0.33802268,-0.08159393
76.39659626619786,30.78289233009027,1,Wheat,whearary,2025-01-31,0.375,-0.32018083,-0.06738088
76.31219930221343,30.831863228198408,1,Wheat,wheat,2025-01-31,0.5073314,-0.4218534,-0.047564797
76.32227396984737,30.85747430968661,1,Wheat,wheat,2025-01-31,0.5063245,-0.43625087,-0.039906103
76.32907569970385,30.865344250070226,1,Wheat,wheat,2025-01-31,0.4019734,-0.32468584,0.026810478
76.33635083647873,30.862021339115508,1,Wheat,wheat,2025-01-31,0.4195535,-0.35538405,0.03848431
76.35628685281,30.85919755805346,1,Wheat,wheat,2025-01-31,0.4982497,-0.41617647,0.015020774
76.36560731235593,30.860092016350375,1,Wheat,wheat,2025-01-31,0.4059406,-0.36047903,-0.120987654
76.33861676652617,30.821848829624066,1,Wheat,wheat,2025-01-31,0.4324554,-0.37296417,-0.059541985
76.33882394188781,30.829244966877127,1,Wheat,wheat,2025-01-31,0.30451867,-0.25164938,-0.054761905
76.33389484309677,30.83570164606407,1,Wheat,wheat,2025-01-31,0.43644592,-0.36459553,-0.04409171
76.327723131096,30.8354943936211,1,Wheat,wheat,2025-01-31,0.5271454,-0.4441868,-0.02071783
76.3457924495507,30.834135001503334,1,Wheat,wheat,2025-01-31,0.48045978,-0.4,0.0076057194
76.3479171843637,30.829060437263493,1,Wheat,wheat,2025-01-31,0.48036495,-0.4030075,-0.014276846
76.34904797386542,30.820206837017224,1,Wheat,wheat,2025-01-31,0.43334693,-0.36756125,-0.009140768
76.33005558509234,30.81508004960485,1,Wheat,wheat,2025-01-31,0.47803992,-0.41437998,-0.048264183
76.31471814971749,30.817221504794404,1,Wheat,wheat,2025-01-31,0.4917593,-0.41167936,-0.026118282
76.34061885002538,30.807933782661213,1,Wheat,wheat,2025-01-31,0.43716523,-0.34880123,0.03281202
76.33952241919195,30.804245972311517,1,Wheat,wheat,2025-01-31,0.44116458,-0.3634277,0.0121654505
76.33613323464672,30.801032923323405,1,Wheat,wheat,2025-01-31,0.4252505,-0.35673407,0.030562347
76.33667910581572,30.79516277962536,1,Wheat,wheat,2025-01-31,0.42732674,-0.35386926,-0.04998619
76.35207433936421,30.79743911919715,1,Wheat,wheat,2025-01-31,0.44166666,-0.34264648,-0.013108069
76.35962027132847,30.791495688144888,1,Wheat,wheat,2025-01-31,0.4076349,-0.3294654,-0.061484918
76.35972896233446,30.784366928795496,1,Wheat,wheat,2025-01-31,0.37531915,-0.31382114,-0.06971618
76.36657632271489,30.766069867967516,1,Wheat,wheat,2025-01-31,0.5237354,-0.43338212,-0.011494253
76.32865192989856,30.781441107272677,1,Wheat,wheat,2025-01-31,0.44916245,-0.38599107,-0.04352873
76.31881297799141,30.764940360108138,1,Wheat,wheat,2025-01-31,0.4968652,-0.41533902,0.008306709
76.29610663303197,30.739004138265756,1,Wheat,wheat,2025-01-31,0.53300214,-0.44869214,-0.030660378
76.2997901342746,30.733283130925173,1,Wheat,wheat,2025-01-31,0.46861428,-0.3870246,-0.006946542
76.31201700514183,30.756889111209215,1,Wheat,wheat,2025-01-31,0.53188294,-0.4487407,-0.015832806
76.31113924532524,30.761499424354117,1,Wheat,wheat,2025-01-31,0.4822497,-0.38553318,0.02615193
76.30147513189145,30.773145474987185,1,Wheat,wheat,2025-01-31,0.50726855,-0.4374316,-0.061187215
76.2901947140822,30.78913768790817,1,Wheat,wheat,2025-01-31,0.4121484,-0.34419867,-0.043576684
76.28809417174969,30.79619606626463,1,Wheat,wheat,2025-01-31,0.46153846,-0.39548022,0.011222682
