longitude,latitude,class,class_name,landuse,date,NDVI
76.34012878696949,30.795217380997116,2,Maize_Tall,maize,2026-05-15,0.75877196
76.36285224334434,30.77612383261206,2,Maize_Tall,maize,2026-05-15,0.9503197
76.35342030902784,30.774147493269478,2,Maize_Tall,maize,2026-05-15,0.08094556
76.29176418733536,30.7266866256186,2,Maize_Tall,maize,2026-05-15,0.061494015
76.32470989829504,30.730143949818977,2,Maize_Tall,maize,2026-05-15,0.95242864
76.3372709413635,30.724601665794108,2,Maize_Tall,maize,2026-05-15,0.8504367
76.29230657829105,30.775131887534144,2,Maize_Tall,maize,2026-05-15,0.9802362
76.26669817963302,30.782512343433314,2,Maize_Tall,maize,2026-05-15,0.89160305
76.28596931342835,30.80145016765359,2,Maize_Tall,maize,2026-05-15,0.9055748
76.32480790315338,30.744939736203033,2,Maize_Tall,maize,2026-05-15,0.8140667
76.32471679843447,30.776428844827407,2,Maize_Tall,maize,2026-05-15,0.09392576
76.32275595834642,30.770584312064354,2,Maize_Tall,maize,2026-05-15,0.49041238
76.30552419358486,30.73250377163866,2,Maize_Tall,maize,2026-05-15,0.12623324
76.37397290028238,30.749841766549267,2,Maize_Tall,maize,2026-05-15,0.1164751
76.34235526401403,30.76740552643507,4,Others,(long) sugarcane,2026-05-15,0.10701249
76.31754465226645,30.75620151079658,4,Others,Maize (just growing),2026-05-15,0.46384946
76.3961759632188,30.775498613835964,4,Others,bajra,2026-05-15,0.42286035
76.27854219683815,30.785193040794244,4,Others,bajra,2026-05-15,0.9565678
76.36282349321411,30.855520027998757,4,Others,banana,2026-05-15,0.63067204
76.28279388599485,30.822052721289708,4,Others,barseem,2026-05-15,0.2631013
76.31663232437272,30.85789269955634,4,Others,barseem,2026-05-15,0.65704155
76.36283108048643,30.841264844101147,4,Others,barseem,2026-05-15,0.85269487
76.37949074542846,30.785150598595393,4,Others,bitergourd+chilli+tomato cucumber,2026-05-15,0.33877552
76.34793970488174,30.785753171482895,4,Others,brinjal+chilli,2026-05-15,0.52834743
76.34368821251354,30.72796390224372,4,Others,cabbage,2026-05-15,0.462237
76.35078086441705,30.779678640021974,4,Others,cucumber,2026-05-15,0.1033405
76.36658333019827,30.80351231681864,4,Others,cucumber,2026-05-15,0.3250607
76.29551209434233,30.803791173649973,4,Others,cucumber,2026-05-15,0.6933798
76.30453976944666,30.798918749469113,4,Others,cucumber,2026-05-15,0.59465903
76.37930536023663,30.772160488496635,4,Others,cucumber+bittergourd,2026-05-15,0.21822323
76.30805708845197,30.850220442804865,4,Others,flower,2026-05-15,0.17828709
76.36283237849845,30.848753274858748,4,Others,fodder +nappier,2026-05-15,0.313236
76.3811651441,30.778005174828024,4,Others,fodder(barseem),2026-05-15,0.06783681
76.31077396641193,30.765382757714164,4,Others,green chilli,2026-05-15,0.42785758
76.36167469580474,30.84082589699215,4,Others,horticulture( guava+mango+Spota),2026-05-15,0.82427746
76.34842577145523,30.760666004735327,4,Others,karela+cucumber+beetroot(chukandar),2026-05-15,0.23768629
76.33930773738875,30.758595111807107,4,Others,ladyfinger,2026-05-15,0.51718867
76.36228650580743,30.743378700929384,4,Others,marigold,2026-05-15,0.36478555
76.31536987739328,30.81901935795536,4,Others,muskmelon,2026-05-15,0.9622461
76.29902038014657,30.730403644204934,4,Others,mustar+sugarcane,2026-05-15,0.10324039
76.32580906050669,30.86357329714027,4,Others,mustard,2026-05-15,0.24627627
76.3283037965211,30.870043745078462,4,Others,mustard,2026-05-15,0.124939464
76.35540637507012,30.78910379695007,4,Others,mustard,2026-05-15,0.6096396
76.34946916220666,30.775542025581373,4,Others,mustard,2026-05-15,0.2615902
76.39147455640956,30.761023297340483,4,Others,mustard,2026-05-15,0.49359158
76.31588863981223,30.734293801052193,4,Others,napier/zugrcane,2026-05-15,0.80395216
76.33948466009275,30.85422981817841,4,Others,okra+onion,2026-05-15,0.10534032
76.34143653009487,30.84419490689035,4,Others,onion,2026-05-15,0.10682913
76.30863864371808,30.785163398826068,4,Others,sugarcane,2026-05-15,0.5981964
