system:index,BSI,NDBI,NDVI,SAVI,point_id,.geo
184,-0.25925926194880544,-0.3234218878054021,0.6826774076628704,0.4016652401027963,184,"{""type"":""Point"",""coordinates"":[76.38208,30.763349999999996]}"
185,-0.24826063373221047,-0.3137647942387353,0.6978249697595086,0.4561611527263696,185,"{""type"":""Point"",""coordinates"":[76.411481,30.800456]}"
186,-0.09104324896718638,-0.1491478886209477,0.5079986835604873,0.28947041406137364,186,"{""type"":""Point"",""coordinates"":[76.283251,30.751956999999997]}"
187,-0.08018724609933275,-0.12228188658840222,0.5743764410098837,0.3083220847012606,187,"{""type"":""Point"",""coordinates"":[76.342171,30.830094]}"
188,-0.044208588479650424,-0.0983008085577768,0.4664970495796315,0.22424573124415326,188,"{""type"":""Point"",""coordinates"":[76.338458,30.811271999999995]}"
189,-0.004976974135031192,-0.07924330724168051,0.3603468499313185,0.20263174980357052,189,"{""type"":""Point"",""coordinates"":[76.36159,30.759423000000005]}"
190,0.01729833664086497,-0.04478477014367027,0.30447331828075974,0.16289244401560254,190,"{""type"":""Point"",""coordinates"":[76.383491,30.772136]}"
191,-0.14463037987864433,-0.21298496392603478,0.6134807878696701,0.397249379951724,191,"{""type"":""Point"",""coordinates"":[76.415515,30.809949]}"
192,0.017962077733156424,-0.0499321722516167,0.3164322054520237,0.1864411864947145,192,"{""type"":""Point"",""coordinates"":[76.293839,30.774072000000007]}"
193,-0.13956811223623233,-0.23501884781725288,0.5071737082661114,0.3179172310802744,193,"{""type"":""Point"",""coordinates"":[76.34933,30.844013]}"
194,0.2262195697399998,0.21010608042293652,0.2020312060687343,0.10770917344064065,194,"{""type"":""Point"",""coordinates"":[76.33505200000002,30.80243]}"
195,-0.06938314284255288,-0.14233094542321278,0.438224579162495,0.24747474418999416,195,"{""type"":""Point"",""coordinates"":[76.364319,30.78523900000001]}"
196,-0.2327355324345343,-0.29576405944064654,0.6621253152838283,0.3815813537552379,196,"{""type"":""Point"",""coordinates"":[76.381289,30.762876999999996]}"
197,-0.2367825202707393,-0.29713500246718333,0.6586146206537764,0.3800073897875249,197,"{""type"":""Point"",""coordinates"":[76.408488,30.808372]}"
198,-0.06311229986021459,-0.1314488700144622,0.4851913573165334,0.27320425161309725,198,"{""type"":""Point"",""coordinates"":[76.289045,30.754425000000005]}"
199,-0.17819222575029148,-0.26376122671268787,0.5532726887723296,0.3363268841839738,199,"{""type"":""Point"",""coordinates"":[76.34454300000002,30.833045999999992]}"
200,-0.09023403482769254,-0.15475656458109788,0.5185185239548351,0.2618731767859399,200,"{""type"":""Point"",""coordinates"":[76.339249,30.811757]}"
201,-0.07880702709102062,-0.14164148951239253,0.46032304127684537,0.25057339471315604,201,"{""type"":""Point"",""coordinates"":[76.36238,30.75990699999999]}"
202,-0.1725846385979806,-0.24091005382604988,0.604178125160255,0.38168557217734084,202,"{""type"":""Point"",""coordinates"":[76.384282,30.777711000000007]}"
203,0.14266434842027415,0.11244216600250852,0.28926881225488205,0.17174189053535618,203,"{""type"":""Point"",""coordinates"":[76.418705,30.81368]}"
204,-0.11677442459692561,-0.1725343135978212,0.5585794796566877,0.31505053549479206,204,"{""type"":""Point"",""coordinates"":[76.294631,30.771652]}"
205,-0.27942682844230005,-0.32628772114371685,0.7458130837344612,0.47592508692144164,205,"{""type"":""Point"",""coordinates"":[76.34933,30.841584]}"
206,0.1845991045489269,0.12968878971644981,0.1793222599610189,0.1202587473012552,206,"{""type"":""Point"",""coordinates"":[76.334261,30.801460999999993]}"
207,-0.05320507400081352,-0.1087662439763818,0.471303273341887,0.278471421204906,207,"{""type"":""Point"",""coordinates"":[76.36396,30.787193000000002]}"
208,-0.20329984563677048,-0.26244021488330127,0.6503518409947554,0.3805123559982736,208,"{""type"":""Point"",""coordinates"":[76.380498,30.761422999999997]}"
209,-0.05715098915762905,-0.13885587035087796,0.43070539501185784,0.24290171443230427,209,"{""type"":""Point"",""coordinates"":[76.409279,30.80389100000001]}"
210,-0.18558949590765533,-0.24282605449931335,0.6142877125879598,0.38204646093666605,210,"{""type"":""Point"",""coordinates"":[76.28744300000001,30.753898000000003]}"
211,-0.15056706799421035,-0.20786014653068005,0.584798271136017,0.32802229724184667,211,"{""type"":""Point"",""coordinates"":[76.342961,30.828139]}"
212,-0.035893393029805765,-0.11204363970347919,0.39400315414437004,0.21464051648754684,212,"{""type"":""Point"",""coordinates"":[76.339249,30.810302000000004]}"
213,-0.06247511964141153,-0.11560692598433595,0.46001438960487256,0.2463348647936639,213,"{""type"":""Point"",""coordinates"":[76.36159,30.760454000000003]}"
214,-0.08672821064710753,-0.14841970832456092,0.46091989578677217,0.26507583494739606,214,"{""type"":""Point"",""coordinates"":[76.38287,30.771652000000007]}"
215,-0.07180219873968628,-0.1510975077903065,0.487467039719925,0.2760209278200979,215,"{""type"":""Point"",""coordinates"":[76.414724,30.809464]}"
216,-0.062187678568133814,-0.14178914122905117,0.43635477830360997,0.2496752589322147,216,"{""type"":""Point"",""coordinates"":[76.294631,30.772136]}"
217,-0.04426855659269154,-0.11389734341699158,0.47242337695063835,0.2961583053934389,217,"{""type"":""Point"",""coordinates"":[76.34933,30.843043999999995]}"
218,-0.025972779864760417,-0.09840929202490989,0.4111534543685757,0.225751243962132,218,"{""type"":""Point"",""coordinates"":[76.335842,30.800456]}"
219,-0.0682676634673396,-0.12208762747724115,0.47136872522077156,0.25750255175751746,219,"{""type"":""Point"",""coordinates"":[76.36776,30.789623]}"
220,-0.050760140961427586,-0.12488309244400303,0.4589020483673071,0.2735326121036024,220,"{""type"":""Point"",""coordinates"":[76.4382,30.7731]}"
